Time (days),Final Effluent COD - Total,Final Effluent BOD - Total Carbonaceous,Final Effluent N - Total Kjeldahl Nitrogen,Final Effluent P - Total P,Final Effluent pH,Final Effluent Total suspended solids,Final Effluent Volatile suspended solids,Final Effluent Gas - Dissolved oxygen,Final Effluent P - Soluble phosphate,Final Effluent N - Ammonia,Final Effluent N - Nitrate,Final Effluent N - Nitrite,Final Effluent Alkalinity,Final Effluent Flow,PST x3 COD - Total,PST x3 BOD - Total Carbonaceous,PST x3 N - Total Kjeldahl Nitrogen,PST x3 P - Total P,PST x3 pH,PST x3 Total suspended solids,PST x3 Volatile suspended solids,PST x3 Element HRT,PST x3 Gas - Dissolved oxygen,PST x3 P - Soluble phosphate,PST x3 N - Ammonia,PST x3 N - Nitrate,PST x3 N - Nitrite,PST x3 Alkalinity,PST x3 Flow,ML Recycle COD - Total,ML Recycle BOD - Total Carbonaceous,ML Recycle N - Total Kjeldahl Nitrogen,ML Recycle N - Total Kjeldahl Nitrogen (U),ML Recycle P - Total P,ML Recycle pH,ML Recycle Total suspended solids,ML Recycle Volatile suspended solids,ML Recycle Gas - Dissolved oxygen,ML Recycle P - Soluble phosphate,ML Recycle N - Ammonia,ML Recycle N - Ammonia (U),ML Recycle N - Nitrate,ML Recycle N - Nitrite,ML Recycle Alkalinity,ML Recycle Flow,ML Recycle Flow (S),FST x5 COD - Total,FST x5 BOD - Total Carbonaceous,FST x5 N - Total Kjeldahl Nitrogen,FST x5 P - Total P,FST x5 pH,FST x5 Total suspended solids,FST x5 Total suspended solids (U),FST x5 Volatile suspended solids,FST x5 Element HRT,FST x5 Gas - Dissolved oxygen,FST x5 P - Soluble phosphate,FST x5 N - Ammonia,FST x5 N - Nitrate,FST x5 N - Nitrite,FST x5 Alkalinity,FST x5 Flow,AERZ4 x2 (45) COD - Total,AERZ4 x2 (45) BOD - Total Carbonaceous,AERZ4 x2 (45) N - Total Kjeldahl Nitrogen,AERZ4 x2 (45) P - Total P,AERZ4 x2 (45) pH,AERZ4 x2 (45) Total suspended solids,AERZ4 x2 (45) Volatile suspended solids,AERZ4 x2 (45) Element HRT,AERZ4 x2 (45) Gas - Dissolved oxygen,AERZ4 x2 (45) P - Soluble phosphate,AERZ4 x2 (45) N - Ammonia,AERZ4 x2 (45) N - Nitrate,AERZ4 x2 (45) N - Nitrite,AERZ4 x2 (45) Alkalinity,AERZ4 x2 (45) Flow,AXZ1 x2 COD - Total,AXZ1 x2 BOD - Total Carbonaceous,AXZ1 x2 N - Total Kjeldahl Nitrogen,AXZ1 x2 P - Total P,AXZ1 x2 pH,AXZ1 x2 Total suspended solids,AXZ1 x2 Volatile suspended solids,AXZ1 x2 Element HRT,AXZ1 x2 Gas - Dissolved oxygen,AXZ1 x2 P - Soluble phosphate,AXZ1 x2 N - Ammonia,AXZ1 x2 N - Nitrate,AXZ1 x2 N - Nitrite,AXZ1 x2 Alkalinity,AXZ1 x2 Flow
42110.5,31.331442,3.027281,2.963569,7.508268,7.541328,12.032883,4.916211,0.000701,6.251774,1.480328,3.99443,2.401673,4.581517,77129,253.60351,124.15865,33.651893,8.252428,7.335021,82.517926,67.875586,2.577602,0.120934,6.425047,27.228703,0.268529,0.238737,6.323551,81029,1653.8101,548.65979,106.23558,106.23558,332.79141,7.494623,2943.5253,1102.519,0.983487,7.183943,4.684338,4.684338,2.573628,2.777261,4.796261,135029,54000,31.331442,3.027281,2.963569,7.508268,7.541328,12.032883,7050.1468,4.916211,3.722746,0.000701,6.251774,1.480328,3.99443,2.401673,4.581517,77129,1639.245,547.16775,107.89529,325.75895,7.554584,2890.6523,1090.7543,0.169117,1.984479,7.897316,8.146306,1.39524,1.688288,5.159581,189029,1676.0781,569.23323,113.09556,323.95699,7.432048,2886.5261,1094.4815,0.184607,0.002267,7.473152,13.238381,0.321953,0.57574,5.587019,189029
42110.542,31.850801,3.257393,2.822899,8.046873,7.5272,13.364298,5.396865,0.000333,6.640377,1.306531,4.013209,2.371866,4.577233,78379,267.8921,131.68449,34.257569,7.828343,7.328441,84.857859,71.313319,2.538537,0.102422,6.097823,27.50431,0.199042,0.207015,6.279508,82279,1637.0827,545.93568,106.47136,106.47136,323.71352,7.500539,2878.9874,1089.5757,0.983527,7.699284,6.599992,6.599992,2.301966,2.775348,4.881371,136279,54000,31.850801,3.257393,2.822899,8.046873,7.5272,13.364298,7107.5148,5.396865,3.687594,0.000333,6.640377,1.306531,4.013209,2.371866,4.577233,78379,1654.0129,554.99371,109.57015,323.02773,7.555233,2882.1875,1098.9579,0.168006,1.984175,8.76853,9.652427,1.330529,1.712463,5.201095,190279,1693.4425,578.41874,114.34,321.39603,7.425036,2880.7054,1102.4946,0.183394,0.002146,7.70573,14.162957,0.167312,0.413416,5.617202,190279
42110.583,31.844736,3.274305,3.613022,8.441356,7.513158,13.116192,5.300034,0.00015,7.06252,2.112862,3.594901,2.509705,4.635963,74029,272.37396,134.09411,34.727853,7.647762,7.325473,85.424082,72.339024,2.679876,0.094117,5.966012,27.782973,0.161673,0.195014,6.260957,77929,1659.555,555.90295,108.22217,108.22217,322.94778,7.501408,2889.0573,1103.4741,0.986831,7.996947,7.45543,7.45543,2.302227,2.900683,4.874348,131929,54000,31.844736,3.274305,3.613022,8.441356,7.513157,13.116192,6962.7296,5.300034,3.812886,0.00015,7.06252,2.112862,3.594901,2.509705,4.635963,74029,1684.0719,567.57643,111.52974,323.74209,7.555118,2905.2486,1118.0021,0.171937,1.986244,9.259599,10.292466,1.357175,1.788859,5.186852,185929,1726.6322,591.72957,116.30377,323.05593,7.420394,2912.5338,1124.1439,0.187685,0.002062,7.957178,14.507758,0.095179,0.312964,5.615677,185929
42110.625,31.831216,3.228468,4.893561,8.745518,7.506209,12.342234,5.013344,0.00008,7.453728,3.420351,3.076843,2.627602,4.721696,68879,274.33187,135.11392,34.704012,7.590042,7.324598,85.592794,72.797959,2.86899,0.091811,5.932228,27.753272,0.144718,0.195824,6.25647,72779,1691.9588,568.80263,110.10034,110.10034,324.6402,7.499791,2920.9819,1124.5059,0.989533,8.039709,7.659123,7.659123,2.376318,3.042642,4.831369,126779,54000,31.831216,3.228468,4.893561,8.745518,7.506209,12.342234,6762.4104,5.013344,3.972689,0.00008,7.453728,3.420351,3.076843,2.627602,4.721696,68879,1717.7442,580.91313,113.42995,325.77068,7.55473,2939.6856,1139.9969,0.176835,1.989299,9.445165,10.452254,1.411577,1.874988,5.152984,180779,1756.9836,603.47548,117.96579,324.69601,7.415024,2943.3555,1144.9681,0.193031,0.00201,8.202389,14.592459,0.065366,0.213519,5.609345,180779
42110.667,31.92147,3.163245,6.172791,8.974144,7.504749,11.473908,4.692302,0.000053,7.779746,4.72351,2.667284,2.70785,4.794452,63879,271.60946,133.72381,34.397102,7.571692,7.324946,84.689347,72.08768,3.08001,0.092937,5.930362,27.539904,0.1399,0.204358,6.259717,67779,1722.719,580.79041,111.70177,111.70177,326.49358,7.497798,2953.5676,1144.7757,0.992089,7.911971,7.561331,7.561331,2.471724,3.180427,4.781344,121779,54000,31.92147,3.163245,6.172791,8.974144,7.504749,11.473908,6561.8191,4.692302,4.141196,0.000053,7.779746,4.72351,2.667284,2.70785,4.794452,63879,1747.1627,592.4738,114.95264,327.41177,7.554356,2969.7517,1159.4129,0.181865,1.991549,9.463175,10.379359,1.471212,1.957686,5.117913,175779,1783.524,613.28175,119.42568,326.32101,7.411641,2972.3873,1164.2155,0.198522,0.001989,8.409278,14.532677,0.060531,0.159229,5.599525,175779
42110.708,32.1836,3.123732,7.218284,9.143488,7.505123,10.815631,4.452577,0.000041,8.023519,5.78104,2.40349,2.778744,4.838864,60929,263.19458,129.46752,33.891629,7.509044,7.325653,82.447022,69.90992,3.219733,0.095199,5.89393,27.17759,0.140839,0.215431,6.265044,64829,1749.3795,591.13451,113.01763,113.01763,327.92167,7.496474,2981.2817,1162.4812,0.99432,7.693479,7.356288,7.356288,2.552092,3.287407,4.73982,118829,54000,32.1836,3.123732,7.218284,9.143488,7.505123,10.815631,6407.1178,4.452577,4.247492,0.000041,8.023519,5.78104,2.40349,2.778744,4.838864,60929,1769.0253,601.16784,116.05517,328.04355,7.554895,2989.4661,1173.9488,0.184969,1.995386,9.320148,10.248858,1.514507,2.017807,5.091873,172829,1794.7902,617.77191,120.09082,325.51181,7.415467,2977.7941,1173.217,0.201911,0.002001,8.419573,14.483187,0.064351,0.171803,5.591361,172829
42110.75,32.443577,3.077973,7.933833,9.225354,7.50624,10.224508,4.240218,0.000035,8.172588,6.503815,2.265238,2.854396,4.854593,57729,251.8578,123.73412,33.288962,7.337195,7.326688,79.477264,66.98305,3.386372,0.098417,5.775683,26.746408,0.145407,0.228339,6.272409,61629,1765.1692,597.51306,113.75611,113.75611,327.70273,7.496129,2992.6781,1173.0638,0.997152,7.350386,7.15158,7.15158,2.618738,3.377706,4.708081,115629,54000,32.443577,3.077973,7.933833,9.225354,7.506241,10.224508,6276.1977,4.240218,4.369143,0.000035,8.172588,6.503815,2.265238,2.854396,4.854593,57729,1782.0177,606.49241,116.71187,327.51287,7.556352,2997.2234,1182.7695,0.188458,1.996583,8.989061,10.093929,1.55144,2.072164,5.070908,169629,1809.4175,622.90647,120.96512,326.01607,7.422264,2993.805,1185.0653,0.20572,0.002025,8.2699,14.282364,0.070485,0.203354,5.576711,169629
42110.792,32.915431,3.108845,8.390415,9.261434,7.505835,10.085935,4.208519,0.000033,8.227803,6.949758,2.210262,2.942415,4.84861,58879,236.96307,116.26173,32.110836,7.13646,7.327139,75.622754,63.106731,3.324537,0.099923,5.628462,25.852706,0.148224,0.236428,6.275041,62779,1777.9057,602.61317,114.44813,114.44813,327.31551,7.497096,3001.2559,1181.7802,0.998653,6.947011,7.022495,7.022495,2.634263,3.409671,4.694522,116779,54000,32.915431,3.108845,8.390415,9.261434,7.505835,10.085935,6233.1805,4.208519,4.324631,0.000033,8.227803,6.949758,2.210262,2.942415,4.84861,58879,1786.7569,608.79242,116.99302,325.78271,7.558625,2992.9274,1186.1802,0.187189,2.002212,8.555152,10.002758,1.548392,2.079075,5.064792,170779,1792.4977,617.63257,119.98173,320.56666,7.425871,2954.1667,1174.7507,0.204334,0.002072,7.988222,14.178063,0.076059,0.236389,5.575864,170779
42110.833,33.515706,3.200873,8.621425,9.232539,7.504607,10.309234,4.323408,0.000033,8.179956,7.156594,2.211556,3.03932,4.827788,61229,221.97326,108.7827,30.427433,6.879883,7.326997,71.65866,59.184009,3.204947,0.099674,5.433217,24.555198,0.147819,0.238552,6.273106,65129,1770.6425,600.90619,114.09668,114.09668,323.31128,7.500061,2975.7849,1177.0936,1.002394,6.547979,7.063449,7.063449,2.590187,3.381816,4.705872,119129,54000,33.515706,3.200873,8.621425,9.232539,7.504607,10.309234,6290.4737,4.323408,4.236434,0.000033,8.179956,7.156594,2.211556,3.03932,4.827788,61229,1770.1409,603.84838,116.08087,320.17738,7.561383,2952.1649,1175.2719,0.184648,2.00414,8.141555,10.021866,1.507133,2.04634,5.079073,173129,1778.4309,613.22093,119.04134,315.92257,7.426454,2921.0045,1166.3789,0.201561,0.002118,7.677545,13.940836,0.076975,0.247581,5.580894,173129
42110.875,33.963768,3.273284,8.678474,9.098856,7.504216,10.484559,4.426349,0.000031,8.033561,7.192018,2.23938,3.129771,4.802215,61829,207.56728,101.60475,28.497417,6.52564,7.326819,67.952816,55.408849,3.17578,0.099229,5.165331,23.071377,0.146024,0.238396,6.271212,65729,1754.8851,596.20324,113.19684,113.19684,318.01607,7.503373,2937.2214,1166.8355,1.002756,6.168153,7.047685,7.047685,2.538595,3.347243,4.725051,119729,54000,33.963768,3.273284,8.678474,9.098856,7.504217,10.484559,6313.7691,4.426349,4.214489,0.000031,8.033561,7.192018,2.23938,3.129771,4.802215,61829,1759.2821,600.65102,115.35258,316.0473,7.563543,2923.7168,1168.4515,0.184011,2.001767,7.726421,9.830759,1.484617,2.028998,5.089763,173729,1774.8721,612.01816,118.51702,313.61327,7.427299,2908.7829,1165.6724,0.200865,0.002157,7.355381,13.433831,0.076975,0.252285,5.580687,173729
42110.917,34.167742,3.304255,8.651304,8.871384,7.505102,10.483813,4.468561,0.000029,7.813679,7.151281,2.265301,3.197655,4.781689,61479,196.46211,96.071227,26.451698,6.260081,7.326828,65.097928,52.501981,3.192729,0.099124,4.96483,21.510489,0.144541,0.238283,6.270761,65379,1749.5869,594.78704,112.6942,112.6942,315.08852,7.505719,2919.2582,1163.8208,1.00221,5.76975,6.739964,6.739964,2.526933,3.33587,4.733104,119379,54000,34.167742,3.304255,8.651304,8.871384,7.505102,10.483813,6272.4486,4.468561,4.227262,0.000029,7.813679,7.151281,2.265301,3.197655,4.781689,61479,1757.69,600.34591,114.93965,314.00299,7.565326,2913.5883,1168.048,0.184382,2.001819,7.263243,9.341925,1.488379,2.027972,5.089855,173379,1770.7908,610.5088,117.74249,311.39417,7.428903,2896.5354,1164.5773,0.20127,0.002197,7.026761,12.72358,0.079903,0.268329,5.575354,173379
42110.958,34.087312,3.284052,8.597701,8.584137,7.507577,10.25392,4.424993,0.000028,7.559282,7.09528,2.274269,3.235667,4.771671,59729,187.92302,91.800764,24.768824,6.068359,7.327191,62.97845,50.280922,3.280264,0.100024,4.821527,20.238054,0.145218,0.240467,6.273039,63629,1748.3838,594.51886,112.1885,112.1885,313.23162,7.507221,2910.2221,1163.6786,1.003093,5.34106,6.143138,6.143138,2.555194,3.340638,4.728635,117629,54000,34.087312,3.284052,8.597701,8.584137,7.507577,10.25392,6189.8546,4.424993,4.292309,0.000028,7.559282,7.09528,2.274269,3.235667,4.771671,59729,1757.9855,600.48101,114.41785,312.54955,7.566575,2908.03,1168.9752,0.186262,2.00155,6.784011,8.608621,1.511682,2.036223,5.080365,171629,1773.739,611.14714,117.34236,310.75169,7.431848,2897.7719,1168.2986,0.203322,0.002239,6.707303,11.927425,0.085958,0.294743,5.563728,171629
42111,33.833856,3.248608,8.515618,8.278101,7.51082,9.976666,4.363838,0.000028,7.291313,7.016201,2.269208,3.250553,4.770897,58429,181.75941,88.709078,23.485477,5.926412,7.327676,61.504909,48.688709,3.348462,0.101342,4.715675,19.273152,0.147436,0.243553,6.276247,62329,1750.6507,595.24665,111.73595,111.73595,312.23458,7.508217,2908.126,1165.8956,1.003807,4.941054,5.376839,5.376839,2.597813,3.333531,4.718653,116329,54000,33.833856,3.248608,8.515618,8.278101,7.51082,9.976666,6098.4378,4.363838,4.34194,0.000028,7.291313,7.016201,2.269208,3.250553,4.770897,58429,1760.0439,601.03479,113.93277,311.63295,7.567573,2906.395,1171.092,0.187684,2.002876,6.332046,7.793029,1.53866,2.038308,5.067814,170329,1770.4432,609.62961,116.62898,309.06504,7.434577,2888.2931,1167.4802,0.204874,0.002283,6.403909,11.205174,0.093651,0.323944,5.554343,170329
42111.042,33.012868,3.03894,8.356703,7.939219,7.517671,8.91101,3.973827,0.000024,7.071472,6.894059,2.261263,3.25269,4.774628,48679,175.05637,85.242379,22.928099,6.029962,7.3299,59.973808,47.019085,3.967032,0.107928,4.807038,18.918122,0.159118,0.260008,6.293258,52579,1752.2071,595.37081,111.09819,111.09819,311.4758,7.507582,2906.8039,1167.698,1.005604,4.501343,4.407259,4.407259,2.741889,3.414979,4.679765,106579,54000,33.012868,3.03894,8.356703,7.939219,7.517671,8.91101,5817.7006,3.973827,4.754234,0.000024,7.071472,6.894059,2.261263,3.25269,4.774628,48679,1774.9303,605.53334,114.11451,313.48614,7.567963,2929.0785,1181.9815,0.19908,1.99629,5.825186,6.770154,1.652576,2.130506,5.023319,160579,1823.275,626.00007,119.31505,318.68111,7.447124,2981.7225,1206.2987,0.217314,0.002369,6.124016,10.162512,0.120366,0.424046,5.501453,160579
42111.083,32.066161,2.790582,8.141539,7.62673,7.525558,7.718819,3.516051,0.000021,6.888344,6.724257,2.257972,3.2517,4.778406,40729,168.52097,81.79369,23.004717,6.267578,7.33318,58.708827,45.435376,4.670548,0.117665,5.005035,19.077111,0.178817,0.285923,6.317939,44629,1784.0332,605.27834,112.19948,112.19948,316.75301,7.505246,2959.8611,1190.028,1.006415,4.031734,3.23615,3.23615,2.971525,3.522994,4.611765,98629,54000,32.066161,2.790582,8.141539,7.62673,7.525558,7.718819,5425.9223,3.516051,5.153227,0.000021,6.888344,6.724257,2.257972,3.2517,4.778406,40729,1818.6099,619.19059,115.98575,321.22862,7.567763,3004.4907,1212.4471,0.209449,2.001489,5.197667,5.53857,1.818141,2.244697,4.949677,152629,1838.4372,629.3584,119.823,321.76619,7.459271,3011.995,1219.2101,0.228633,0.002544,5.790899,9.19298,0.182873,0.618602,5.437638,152629
42111.125,31.106785,2.52878,7.901455,7.358456,7.535354,6.541263,3.035335,0.000019,6.742677,6.532629,2.261138,3.25179,4.780353,31979,163.29874,78.918969,23.577368,6.669194,7.337694,58.185601,44.250007,5.803265,0.131405,5.331719,19.654998,0.209041,0.322536,6.351661,35879,1816.9284,615.06218,113.40874,113.40874,322.71804,7.503981,3016.9651,1213.1296,1.01798,3.593664,2.047884,2.047884,3.268659,3.578566,4.533305,89879,54000,31.106785,2.52878,7.901455,7.358456,7.535354,6.541263,5047.1592,3.035335,5.677665,0.000019,6.742677,6.532629,2.261138,3.25179,4.780353,31979,1842.056,625.56137,116.71819,325.69385,7.566967,3047.0847,1229.2722,0.222187,2.007455,4.619768,4.357915,1.99653,2.340575,4.871954,143879,1869.1659,637.4891,121.22734,328.20738,7.471648,3071.3375,1242.686,0.242537,0.002838,5.455432,8.080275,0.313272,0.898113,5.346402,143879
42111.167,30.250221,2.29009,7.663349,7.138571,7.546551,5.53638,2.600728,0.000017,6.62298,6.33887,2.269923,3.254294,4.780191,24929,161.05597,77.468683,24.447258,7.24284,7.343153,58.515086,43.886812,7.212649,0.148406,5.791906,20.494522,0.24883,0.365128,6.392326,28829,1840.4569,621.34154,114.26517,114.26517,327.31664,7.507846,3059.0334,1229.8723,1.033977,3.337444,1.082198,1.082198,3.564402,3.457914,4.474249,82829,54000,30.250221,2.29009,7.663349,7.138571,7.546551,5.53638,4694.4882,2.600728,6.184799,0.000017,6.62298,6.33887,2.269923,3.254294,4.780191,24929,1865.9697,631.67344,117.52766,330.65227,7.565042,3091.8498,1246.4159,0.233635,2.013794,4.221282,3.204819,2.181085,2.407424,4.789365,136829,1883.3595,639.87029,121.59855,331.828,7.481954,3102.319,1254.4093,0.255034,0.003224,5.208184,6.999502,0.518278,1.185013,5.250748,136829
42111.208,29.542438,2.092918,7.434497,6.959687,7.558114,4.754948,2.24756,0.000015,6.519235,6.146731,2.283466,3.259045,4.778259,20279,160.15612,76.654939,25.666728,7.886411,7.349137,59.353779,43.89892,8.588375,0.167238,6.306746,21.615348,0.29564,0.405437,6.436585,24179,1861.4399,626.48676,115.27254,115.27254,331.74452,7.521571,3097.2995,1244.8084,1.045338,3.333555,0.462934,0.462934,3.843612,3.078677,4.45037,78179,54000,29.542438,2.092918,7.434497,6.959687,7.558114,4.754948,4415.7537,2.24756,6.571979,0.000015,6.519235,6.146731,2.283466,3.259045,4.778259,20279,1879.904,634.20194,117.8258,334.01552,7.563145,3119.6009,1256.7054,0.241854,2.021413,4.110394,2.216105,2.357536,2.480815,4.713554,132179,1881.1154,636.72007,121.05272,332.44915,7.490917,3104.1864,1254.4381,0.264006,0.003627,5.096434,6.109096,0.774791,1.38365,5.169833,132179
42111.25,28.973454,1.937292,7.209724,6.810842,7.569007,4.170162,1.976282,0.000016,6.425351,5.95099,2.301829,3.265581,4.774838,17579,161.49755,76.953317,27.014605,8.569062,7.35528,60.780374,44.504273,9.65801,0.186089,6.851581,22.837998,0.346385,0.436104,6.481655,21479,1871.0404,627.71218,115.86502,115.86502,334.21188,7.541148,3115.7503,1251.8821,1.029325,3.578889,0.213124,0.213124,4.070496,2.569077,4.460404,75479,54000,28.973454,1.937292,7.209724,6.810842,7.569007,4.170162,4229.7262,1.976282,6.819877,0.000016,6.425351,5.95099,2.301829,3.265581,4.774838,17579,1878.8335,631.70941,117.37105,334.63686,7.562466,3120.7187,1256.6601,0.246897,2.024966,4.237312,1.508738,2.522314,2.560738,4.657009,129479,1871.2888,631.14459,120.18545,331.56379,7.499779,3091.6178,1248.8385,0.269511,0.003893,5.140687,5.48808,1.046077,1.464395,5.113408,129479
42111.292,28.522698,1.819847,6.9739,6.681732,7.577708,3.756701,1.782003,0.000018,6.334638,5.737124,2.326893,3.273595,4.769788,16679,165.23432,78.474234,28.417748,9.229431,7.36106,62.703024,45.720008,10.076327,0.203049,7.378873,24.08992,0.396734,0.454566,6.523691,20579,1867.9862,624.75824,115.76857,115.76857,334.32833,7.555919,3111.6877,1250.2224,1.014809,4.004631,0.141373,0.141373,4.24708,2.173875,4.477109,74579,54000,28.522698,1.819847,6.9739,6.681732,7.577707,3.756701,4125.0417,1.782003,6.906719,0.000018,6.334638,5.737124,2.326893,3.273595,4.769788,16679,1867.9885,626.06034,116.5112,333.37036,7.562445,3103.9545,1249.8104,0.248625,2.021199,4.548907,1.107287,2.702058,2.595755,4.623127,128579,1852.7704,622.93393,118.92427,328.8306,7.505928,3062.0593,1236.8473,0.271397,0.004043,5.328514,5.153567,1.29164,1.475136,5.081908,128579
42111.333,28.190364,1.747094,6.683283,6.56102,7.580409,3.548374,1.68324,0.000028,6.233048,5.460184,2.366827,3.283137,4.761723,18829,171.69174,81.454435,29.825337,9.758852,7.365208,65.057945,47.581433,9.131493,0.214706,7.800469,25.290636,0.438361,0.45773,6.55316,22729,1855.4363,618.78062,115.06983,115.06983,332.57261,7.56036,3090.3227,1241.9848,1.006514,4.545756,0.128738,0.128738,4.387312,1.97651,4.485996,76729,54000,28.190364,1.747094,6.683283,6.56102,7.580409,3.548374,4132.3778,1.68324,6.702824,0.000028,6.233048,5.460184,2.366827,3.283137,4.761723,18829,1847.0075,617.2444,115.20605,330.04349,7.560591,3068.3841,1235.8993,0.244536,2.00946,4.987946,0.992428,2.862615,2.592391,4.61186,130729,1816.174,609.2507,116.87629,322.30925,7.505386,2998.0488,1211.8802,0.266934,0.003956,5.659338,5.327944,1.438874,1.422266,5.092199,130729
42111.375,28.033112,1.749041,6.226871,6.441902,7.571631,3.707211,1.755493,0.000074,6.098437,5.003203,2.449314,3.289614,4.746028,26679,183.47759,87.342146,31.100985,9.968495,7.365239,68.192442,50.674168,6.80256,0.213917,7.959225,26.256473,0.453835,0.437148,6.551242,30579,1828.2931,608.24264,113.44148,113.44148,327.85863,7.549397,3042.3117,1223.714,0.994716,5.14906,0.162229,0.162229,4.396269,2.070963,4.486005,84579,54000,28.033112,1.749041,6.226871,6.441902,7.571631,3.707211,4344.9874,1.755493,6.050645,0.000074,6.098437,5.003203,2.449314,3.289614,4.746028,26679,1803.5021,601.38126,112.81786,322.17183,7.553773,2991.743,1206.4944,0.230684,1.991393,5.51573,1.311351,2.845425,2.62669,4.63714,138579,1752.8301,587.82517,113.81171,309.89896,7.493634,2881.1695,1167.3308,0.251813,0.003468,6.139085,6.416146,1.349067,1.29372,5.175578,138579
42111.417,28.396385,1.953089,5.384757,6.393345,7.552908,4.896033,2.293204,0.000319,5.934478,4.120318,2.659167,3.24501,4.712021,43979,204.97538,98.512128,32.146931,9.619753,7.357942,72.730531,56.018709,4.354833,0.191265,7.655662,26.814117,0.416309,0.384979,6.494365,47879,1767.881,587.34533,109.88844,109.88844,316.38771,7.514461,2933.6563,1182.6872,0.959209,5.790904,0.438819,0.438819,4.007546,2.674998,4.490667,101879,54000,28.396385,1.953089,5.384757,6.393345,7.552908,4.896033,4883.5278,2.293204,4.982292,0.000319,5.934478,4.120318,2.659167,3.24501,4.712021,43979,1717.8325,572.53337,108.66764,305.59871,7.548082,2837.202,1148.087,0.205082,1.987666,6.125023,2.688875,2.38248,2.580614,4.760933,155879,1661.7112,559.51364,109.7514,290.33425,7.468544,2701.9982,1100.5587,0.223866,0.002756,6.709303,8.716907,0.952573,1.13595,5.33803,155879
42111.458,30.01117,2.589844,4.124742,6.686893,7.542182,8.325545,3.787584,0.000769,5.885174,2.733415,3.102752,3.011909,4.654772,66629,232.10385,112.82988,32.926497,8.769894,7.344811,77.815342,62.601599,2.960257,0.15216,6.944282,26.993823,0.326263,0.315494,6.396689,70529,1658.6239,551.69568,104.3908,104.3908,294.47582,7.489607,2733.0677,1108.0284,0.966171,6.422846,2.022537,2.022537,3.048957,3.168264,4.613191,124529,54000,30.01117,2.589844,4.124742,6.686893,7.542182,8.325545,5629.2382,3.787584,4.046788,0.000769,5.885174,2.733415,3.102752,3.011909,4.654772,66629,1602.4839,535.71767,103.78702,281.58294,7.553323,2620.0681,1068.6343,0.179063,1.993925,6.824162,5.546666,1.592668,2.055852,5.012562,178529,1587.2742,539.34502,106.72466,271.35969,7.445096,2534.8898,1041.1458,0.195464,0.002462,7.096293,11.486264,0.518337,0.946336,5.50197,178529
42111.5,31.620767,3.20738,3.097389,7.22921,7.538246,11.70854,5.208351,0.000574,6.080075,1.586673,3.519759,2.746528,4.603163,77129,253.37699,124.09128,33.542499,8.079562,7.333973,81.664656,67.722355,2.577602,0.121002,6.372888,27.134957,0.237441,0.25664,6.319877,81029,1560.9432,521.59032,100.50468,100.50468,272.66622,7.496196,2541.0539,1040.3974,0.98421,7.021167,4.795749,4.795749,2.301137,2.893572,4.822268,135029,54000,31.620767,3.20738,3.097389,7.22921,7.538246,11.70854,6076.9329,5.208351,3.722746,0.000574,6.080075,1.586673,3.519759,2.746528,4.603163,77129,1549.4464,521.03299,102.30675,267.12183,7.556217,2498.5293,1030.6493,0.169117,1.985475,7.755229,8.210211,1.257694,1.74219,5.176154,189029,1586.1931,543.1889,107.42711,265.50483,7.435149,2494.8352,1033.7233,0.184607,0.00233,7.289969,13.241529,0.246321,0.646036,5.592771,189029
42111.542,32.222014,3.468466,2.936039,7.734947,7.525586,13.028516,5.750517,0.000271,6.448774,1.387387,3.515509,2.722861,4.600653,78379,267.71077,131.63063,34.16531,7.687075,7.327584,84.171797,71.190308,2.538537,0.102476,6.05349,27.424711,0.176782,0.218185,6.276356,82279,1547.835,520.05417,100.96129,100.96129,265.4016,7.501608,2489.0505,1029.8649,0.984373,7.551899,6.713259,6.713259,2.076939,2.869742,4.905267,136279,54000,32.222014,3.468466,2.936039,7.734947,7.525586,13.028516,6121.9474,5.750517,3.687594,0.000271,6.448774,1.387387,3.515509,2.722861,4.600653,78379,1564.2965,528.93773,103.98719,264.71595,7.556687,2491.9465,1038.8857,0.168006,1.985073,8.591478,9.717291,1.200861,1.761154,5.217611,190279,1602.6968,552.18361,108.61487,263.06068,7.428766,2488.9672,1041.0378,0.183394,0.00221,7.508833,14.173985,0.129639,0.471239,5.621506,190279
42111.583,32.247898,3.496014,3.729137,8.137307,7.513023,12.827314,5.670479,0.000121,6.873661,2.195794,3.145996,2.798751,4.661166,74029,272.21531,134.0471,34.643449,7.521774,7.324704,84.82033,72.230866,2.679876,0.094164,5.925226,27.709777,0.144261,0.20236,6.25803,77929,1569.2916,529.77154,102.65325,102.65325,264.48684,7.502182,2497.4955,1043.0556,0.987581,7.849086,7.581687,7.581687,2.075116,2.989972,4.899679,131929,54000,32.247898,3.496014,3.729137,8.137307,7.513023,12.827314,6001.5928,5.670479,3.812886,0.000121,6.873661,2.195794,3.145996,2.798751,4.661166,74029,1592.902,541.1367,105.86026,265.00468,7.556446,2511.6238,1056.9361,0.171937,1.986886,9.052997,10.366789,1.222897,1.836069,5.204585,185929,1634.9765,565.32932,110.52601,264.26394,7.424833,2517.5166,1062.0204,0.187685,0.002122,7.745959,14.532647,0.075799,0.358387,5.620588,185929
